compound_id,standard_inchi_key,compound_name,synonym,target_id,target_pref_name,gene_names,wildtype_or_mutant,mutation_info,pubmed_id,standard_type,standard_relation,standard_value,standard_units,activity_comment,ep_action_mode,assay_format,assaytype,assay_subtype,inhibitor_type,detection_tech,assay_cell_line,compound_concentration_value,compound_concentration_value_unit,substrate_type,substrate_relation,substrate_value,substrate_units,assay_description,title,journal,doc_type,annotation_comments
CHEMBL491393,AATCVLWFSZDJGG-UHFFFAOYSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,18782666,IC50,=,5,NM,,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of [3H]5HT reuptake at human serotonin transporter expressed in HEK293 cells,Designing rapid onset selective serotonin re-uptake inhibitors. Part 3: Site-directed metabolism as a strategy to avoid active circulating metabolites: structure-activity relationships of (thioalkyl)phenoxy benzylamines.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL368229,AAVYCYAMAJRINF-UHFFFAOYSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,15745809,IC50,=,1100,NM,,"",cell_based,"","","","",HEK293,,,,,,,Inhibitory concentration against serotonin transporter protein (SERT) expressed in HEK293 cells,Homotryptamines as potent and selective serotonin reuptake inhibitors (SSRIs).,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL3334773,AAXDLPLNFKHHPR-UHFFFAOYSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,25164761,INHIBITION,=,79.1,%,,"",cell_based,"","","","",,,,,,,,Inhibition of [3H]-serotonin uptake in human SERT expressed in HEK293 cells at 10 uM by scintillation counting,Synthesis and pharmacological investigation of aralkyl diamine derivatives as potential triple reuptake inhibitors.,Eur. J. Med. Chem.,PUBLICATION,
CHEMBL456654,ABAOWFCFAADMKA-UHFFFAOYSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,18954985,KI,=,53,NM,,"","","","","","",,,,,,,,Inhibition of SERT,"Novel 3,3-disubstituted pyrrolidines as selective triple serotonin/norepinephrine/dopamine reuptake inhibitors.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL141741,ABARJWHHNCOEQT-UHFFFAOYSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,14643350,KI,=,2,NM,,"","","","","","",,,,,,,,"Binding affinity to serotonin transporter, using [3H]citalopram as radioligand","Duloxetine (Cymbalta), a dual inhibitor of serotonin and norepinephrine reuptake.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL2169900,ABCUTHOEKRCYIS-UHFFFAOYSA-N,AZETIDIN-3-YL(PHENYL)METHANOL HCL,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,22938049,INHIBITION,=,1.7,%,,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of human SERT expressed in HEK293 cells assessed as inhibition of serotonin reuptake at 0.1 uM after 15 mins by fluorescence assay,Exploration of novel 3-substituted azetidine derivatives as triple reuptake inhibitors.,J. Med. Chem.,PUBLICATION,
CHEMBL1934127,ABFFVPNTRSSMPE-HHHXNRCGSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,22123324,IC50,=,100,NM,,"","","","","","",,,,,,,,Inhibition of serotonin transporter,Discovery and characterization of a potent and selective antagonist of melanin-concentrating hormone receptor 2.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL990,ABJKWBDEJIDSJZ-UHFFFAOYSA-N,BUTENAFINE,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,,IC50,=,1411.8,NM,,"","","","","","",HEK293,,,,,,,"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL990,ABJKWBDEJIDSJZ-UHFFFAOYSA-N,BUTENAFINE,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,,KI,=,750,NM,,"","","","","","",HEK293,,,,,,,"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1086755,ABKFNWSCLGGDOH-UHFFFAOYSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,20149649,IC50,=,182,NM,,"",cell_based,"","","","",HEK293,,,,,,,Displacement of [3H]imipramine from human SERT expressed in HEK293 cells after 30 mins by rapid filtration assay,"Arylpiperazine-containing pyrrole 3-carboxamide derivatives targeting serotonin 5-HT(2A), 5-HT(2C), and the serotonin transporter as a potential antidepressant.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL551556,ABLMTRUAAOJKSC-UHFFFAOYSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,19359175,IC50,=,77,NM,,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of [3H]5-HT uptake at human 5HTT expressed in HEK293 cells,"4-Piperidines and 3-pyrrolidines as dual serotonin and noradrenaline reuptake inhibitors: design, synthesis and structure-activity relationships.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL2205816,ABONQAUMSMWLEK-UHFFFAOYSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,22959245,INHIBITION,<,50,%,,"","","","","","",,,,,,,,Binding affinity to SERT at 10 uM,"A s(1) receptor pharmacophore derived from a series of N-substituted 4-azahexacyclo[5.4.1.0(2,6).0(3,10).0(5,9).0(8,11)]dodecan-3-ols (AHDs).",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL2205816,ABONQAUMSMWLEK-UHFFFAOYSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,23981939,INHIBITION,<,50,%,,"",cell_based,"","","","",,,,,,,,Displacement of [3H]-citalopram from human SERT expressed in HEK cell membranes at 10 uM relative to control,"N-substituted 8-aminopentacyclo[5.4.0.0(2,6).0(3,10).0(5,9)]undecanes as s receptor ligands with potential neuroprotective effects.",Bioorg. Med. Chem.,PUBLICATION,
CHEMBL565844,ABPSWEJOHYDZDP-UHFFFAOYSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,19821577,IC50,=,400,NM,,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of [3H]serotonin reuptake at human SERT expressed in HEK293 cells,Synthesis and biological evaluation of bupropion analogues as potential pharmacotherapies for cocaine addiction.,J. Med. Chem.,PUBLICATION,
CHEMBL565844,ABPSWEJOHYDZDP-UHFFFAOYSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,19821577,KI,=,2100,NM,,"",cell_based,"","","","",HEK293,,,,,,,Displacement of [125I]RTI55 from cloned human SERT expressed in HEK293 cells,Synthesis and biological evaluation of bupropion analogues as potential pharmacotherapies for cocaine addiction.,J. Med. Chem.,PUBLICATION,
CHEMBL565844,ABPSWEJOHYDZDP-UHFFFAOYSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,20158204,IC50,>,100,NM,,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of [3H]serotonin uptake at human SERT expressed in HEK293 cells,Synthesis and biological evaluation of bupropion analogues as potential pharmacotherapies for smoking cessation.,J. Med. Chem.,PUBLICATION,
CHEMBL512472,ABWNRPAQIBGXIY-ZDUSSCGKSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,18625557,IC50,=,38,NM,,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of [3H]5HT reuptake at human serotonin transporter expressed in HEK293 cells by scintillation counting,N-Benzyl-N-(pyrrolidin-3-yl)carboxamides as a new class of selective dual serotonin/noradrenaline reuptake inhibitors.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL275212,ABXUYGWOEIXKBD-KTKRTIGZSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,14971892,KI,=,0.11,NM,,"",cell_based,"","","","",,,,,,,,Inhibition of [125I]RTI-55 binding to human serotonin transporter expressed in human embryonic kidney cells,"Synthesis, radiosynthesis, and biological evaluation of carbon-11 and iodine-123 labeled 2beta-carbomethoxy-3beta-[4'-((Z)-2-haloethenyl)phenyl]tropanes: candidate radioligands for in vivo imaging of the serotonin transporter.",J. Med. Chem.,PUBLICATION,
CHEMBL553395,ABYFXYVIEFXQPH-HNNXBMFYSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,19616432,KI,=,16,NM,,"",cell_based,"","","","",HEK293,,,,,,,Displacement of [3H]citalopram from human recombinant SERT expressed in HEK293 cells by scintillation proximity assay,"Design, synthesis and evaluation of N-[(3S)-pyrrolidin-3-yl]benzamides as selective noradrenaline reuptake inhibitors: CNS penetration in a more polar template.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1671870,ABZFZHDSUFIXKA-DHDCSXOGSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,21227702,IC50,,,,Not Determined,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of [3H]-serotonin reuptake at human SERT expressed in HEK293 cells after 15 to 20 mins by fluorescence neurotransmitter transporter assay,"Synthesis and serotonin transporter activity of 1,3-bis(aryl)-2-nitro-1-propenes as a new class of anticancer agents.",Bioorg. Med. Chem.,PUBLICATION,
CHEMBL1671870,ABZFZHDSUFIXKA-DHDCSXOGSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,21227702,INHIBITION,=,0,%,,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of [3H]-serotonin reuptake at human SERT expressed in HEK293 cells at 1 uM after 15 to 20 mins by fluorescence neurotransmitter transporter assay,"Synthesis and serotonin transporter activity of 1,3-bis(aryl)-2-nitro-1-propenes as a new class of anticancer agents.",Bioorg. Med. Chem.,PUBLICATION,
CHEMBL1671870,ABZFZHDSUFIXKA-DHDCSXOGSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,21227702,INHIBITION,=,23,%,,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of [3H]-serotonin reuptake at human SERT expressed in HEK293 cells at 100 uM after 15 to 20 mins by fluorescence neurotransmitter transporter assay,"Synthesis and serotonin transporter activity of 1,3-bis(aryl)-2-nitro-1-propenes as a new class of anticancer agents.",Bioorg. Med. Chem.,PUBLICATION,
,ABZSPJVXTTUFAA-UHFFFAOYSA-N,"",,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,12110997,KI,=,10000,NM,,"","","","","","",,,,,,,,,,,,
,ABZSPJVXTTUFAA-UHFFFAOYSA-N,"",,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,12649361,KI,=,10000,NM,,"","","","","","",,,,,,,,,,,,
,ABZSPJVXTTUFAA-UHFFFAOYSA-N,"",,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,15169827,KI,=,10000,NM,,"","","","","","",,,,,,,,,,,,
CHEMBL7143,ACEHBQPPDDGCGZ-UHFFFAOYSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,10715164,KI,>,10000,NM,,"","","","","","",,,,,,,,Compound was evaluated for its binding affinity towards human serotonin transporter,2-Substituted tryptamines: agents with selectivity for 5-HT(6) serotonin receptors.,J. Med. Chem.,PUBLICATION,
CHEMBL765,ACGDKVXYNVEAGU-UHFFFAOYSA-N,GUANETHIDINE,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",HEK293,,,,,,,"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL765,ACGDKVXYNVEAGU-UHFFFAOYSA-N,GUANETHIDINE,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",HEK293,,,,,,,"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL496,ACGUYXCXAPNIKK-UHFFFAOYSA-N,HEXACHLOROPHENE,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,,IC50,=,4349.4,NM,,"","","","","","",HEK293,,,,,,,"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL496,ACGUYXCXAPNIKK-UHFFFAOYSA-N,HEXACHLOROPHENE,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,,KI,=,2310.6,NM,,"","","","","","",HEK293,,,,,,,"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL606809,ACGWDXHPVXMSNJ-KOQKOIQBSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,19560930,KI,=,20,NM,,"",cell_based,"","","","",,,,,,,,Displacement of [125I]methyl 3-(4-iodophenyl)-8-methyl-8-aza-bicyclo[3.2.1]octane-2-carboxylate from human recombinant SERT expressed in african green monkey COS1 cells by liquid scintillation counting,An extended study of dimeric phenyl tropanes.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL3656909,ACJLTODAAAIJTN-UHFFFAOYSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,,KI,=,18,NM,,"","","","","","",,,,,,,,"BindingDB_Patents: Receptor Binding Assay. [3H] citalopram binding was assayed according to the method of Owens et al. [Owens M. J. et al., J. Pharm. Exp. Ther., 283, 1305-1322 (1997)]. Specifically, 50 ul of [3H] citalopram (final concentration: approximately 2 nM) diluted with SERT buffer, 149 ul of the h-SERT/CHO membrane preparation (40 ug/well in terms of the amount of the protein), and 1 ul of a solution of a test drug dissolved in DMSO were added to prepare 200 ul in total of a solution. This solution was reacted at room temperature for 60 minutes and then immediately suction-filtered at a low pressure using a glass fiber filter paper coated with a 0.05% aqueous polyethyleneimine solution. The glass fiber filter paper was washed twice with 250 ul of SERT buffer and then transferred to a glass vial containing 4 ml of ACS-II (manufactured by GE Healthcare (formerly Amersham Biosciences)). Radioactivity remaining on the filter paper was measured using a liquid scintillation counter.",Benzyl piperidine compound,,PATENT,
CHEMBL1271756,ACMANAOGOCCODN-UHFFFAOYSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,20933409,IC50,=,644,NM,,"",cell_based,"","","","",HEK293,,,,,,,Displacement of [3H]imipramine from human recombinant SERT receptor expressed in HEK293 cells,"Arylpiperazine-containing pyrimidine 4-carboxamide derivatives targeting serotonin 5-HT(2A), 5-HT(2C), and the serotonin transporter as a potential antidepressant.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL470849,ACMJXMGGOZMZJM-UHFFFAOYSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,19286377,KI,=,39.81,NM,,"",cell_based,"","","","",,,,,,,,Displacement of [3H]citalopram human SerT receptor expressed in LLCPK cells,"8-[2-(4-Aryl-1-piperazinyl)ethyl]-2H-1,4-benzoxazin-3(4H)-ones: dual-acting 5-HT1 receptor antagonists and serotonin reuptake inhibitors--part II.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL245716,ACRVFRPOWNWNAQ-UHFFFAOYSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,17412583,KI,=,16,NM,,"","","","","","",,,,,,,,Binding affinity at human SERT,Synthesis and biological evaluation of diamine-based histamine H3 antagonists with serotonin reuptake inhibitor activity.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1069,ACWBQPMHZXGDFX-QFIPXVFZSA-N,VALSARTAN,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",HEK293,,,,,,,"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1069,ACWBQPMHZXGDFX-QFIPXVFZSA-N,VALSARTAN,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",HEK293,,,,,,,"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL404013,ACZMLOPMXAUHFP-QFBILLFUSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,18445525,IC50,=,270,NM,,"","","","","","",,,,,,,,Inhibition of human SERT,"Identification of 1S,2R-milnacipran analogs as potent norepinephrine and serotonin transporter inhibitors.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL334577,ADCPRYKGPAHETD-UHFFFAOYSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,12213054,KI,=,5.5,NM,,"","","","","","",,,,,,,,Inhibition of [125I]- RTI -55 binding at the Serotonin transporter sites on HEK-hSERT cells,Benzo- and cyclohexanomazindol analogues as potential inhibitors of the cocaine binding site at the dopamine transporter.,J. Med. Chem.,PUBLICATION,
CHEMBL3094185,ADGFGICBGFREFM-UHFFFAOYSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,24237160,T1/2,=,0.29,HR,,"",cell_based,"","","","",,,,,,,,Allosteric modulation at wild-type human SERT site S2 expressed in african green monkey COS7 cells assessed as inhibition of [3H]citalopram dissociation by measuring half life at 30 uM at 18 degC by scintillation counting analysis,"Design and synthesis of 1-(3-(dimethylamino)propyl)-1-(4-fluorophenyl)-1,3-dihydroisobenzofuran-5-carbonitrile (citalopram) analogues as novel probes for the serotonin transporter S1 and S2 binding sites.",J. Med. Chem.,PUBLICATION,
CHEMBL2030634,ADGIWWYGVBZYMC-UHFFFAOYSA-N,N-(CYCLOHEXYLMETHYL)PYRROLIDINE,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,22607684,INHIBITION,<,50,%,,"","","","","","",,,,,,,,Inhibition of SERT at 10 uM,7-Azabicyclo[2.2.1]heptane as a scaffold for the development of selective sigma-2 (s(2)) receptor ligands.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL488241,ADJFMCUPDBBCOE-UHFFFAOYSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,18948001,IC50,=,12.8,NM,,"","","","","","",,,,,,,,Inhibition of serotonin reuptake at SERT,"Quantitative structure-activity relationship of phenoxyphenyl-methanamine compounds with 5HT2A, SERT, and hERG activities.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL115769,ADQZGIYHFQQPRB-UHFFFAOYSA-N,RWJ-68354,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",HEK293,,,,,,,"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL115769,ADQZGIYHFQQPRB-UHFFFAOYSA-N,RWJ-68354,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",HEK293,,,,,,,"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1702607,ADVPTQAUNPRNPO-UHFFFAOYSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,12649361,KI,=,10000,NM,,"","","","","","",,,,,,,,,,,,
CHEMBL499576,AEAWXYVKJBWNDY-IRXDYDNUSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,18805691,ACTIVITY,=,6390,NM,,"","","","","","",,,,,,,,Binding affinity at SERT,Design and synthesis of reboxetine analogs morpholine derivatives as selective norepinephrine reuptake inhibitors.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL220801,AEEJHYWVYVJIRH-OFVILXPXSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,16931001,KI,=,50,NM,,"","","","","","",,,,,,,,Inhibition of 5HTT,"2,4-Disubstituted piperidines as selective CC chemokine receptor 3 (CCR3) antagonists: synthesis and selectivity.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL466538,AEKDVQNDZQYMPK-UHFFFAOYSA-N,,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,18393401,KI,=,430,NM,,"","","","","","",,,,,,,,Displacement of [125I]RTI55 from SERT,"Design and synthesis of 2- and 3-substituted-3-phenylpropyl analogs of 1-[2-[bis(4-fluorophenyl)methoxy]ethyl]-4-(3-phenylpropyl)piperazine and 1-[2-(diphenylmethoxy)ethyl]-4-(3-phenylpropyl)piperazine: role of amino, fluoro, hydroxyl, methoxyl, methyl, methylene, and oxo substituents on affinity for the dopamine and serotonin transporters.",J. Med. Chem.,PUBLICATION,
CHEMBL313833,AELCINSCMGFISI-UHFFFAOYSA-N,TRANYLCYPROMINE,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,9537821,KI,=,10000,NM,,"","","","","","",,,,,,,,,,,,
CHEMBL252557,AEMRFAOFKBGASW-UHFFFAOYSA-N,GLYCOLIC ACID,,P31645,SEROTONIN TRANSPORTER,SLC6A4,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",HEK293,,,,,,,"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)",DrugMatrix in vitro pharmacology data,,DATASET,
