CHEMBL3334773,AAXDLPLNFKHHPR-UHFFFAOYSA-N,,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,25164761,IC50,=,425.7,NM,,"",cell_based,"","","","",,,,,,,,Inhibition of [3H]-NE uptake in human norepinephrine transporter expressed in HEK293 cells by scintillation counting,Synthesis and pharmacological investigation of aralkyl diamine derivatives as potential triple reuptake inhibitors.,Eur. J. Med. Chem.,PUBLICATION,
CHEMBL456654,ABAOWFCFAADMKA-UHFFFAOYSA-N,,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,18954985,KI,=,8,NM,,"","","","","","",,,,,,,,Inhibition of NET,"Novel 3,3-disubstituted pyrrolidines as selective triple serotonin/norepinephrine/dopamine reuptake inhibitors.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL141741,ABARJWHHNCOEQT-UHFFFAOYSA-N,,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,14643350,KI,=,110,NM,,"","","","","","",,,,,,,,Inhibition of [3H]nisoxetine binding to norepinephrine (NE) transporter,"Duloxetine (Cymbalta), a dual inhibitor of serotonin and norepinephrine reuptake.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL2169900,ABCUTHOEKRCYIS-UHFFFAOYSA-N,AZETIDIN-3-YL(PHENYL)METHANOL HCL,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,22938049,INHIBITION,=,0.2,%,,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of human NET expressed in HEK293 cells assessed as inhibition of noradrenaline reuptake at 0.1 uM after 15 mins by fluorescence assay,Exploration of novel 3-substituted azetidine derivatives as triple reuptake inhibitors.,J. Med. Chem.,PUBLICATION,
CHEMBL990,ABJKWBDEJIDSJZ-UHFFFAOYSA-N,BUTENAFINE,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,,IC50,=,3909.9,NM,,"","","","","","",MDCK,,,,,,,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL990,ABJKWBDEJIDSJZ-UHFFFAOYSA-N,BUTENAFINE,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,,KI,=,3877.5,NM,,"","","","","","",MDCK,,,,,,,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL3577956,ABJWJGMTLYSISP-UHFFFAOYSA-N,,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,25893048,ACTIVITY,,,,Not Active,"","","","","","",,,,,,,,Binding affinity to human NET at 1 uM,,ACS Med. Chem. Lett.,PUBLICATION,
CHEMBL551556,ABLMTRUAAOJKSC-UHFFFAOYSA-N,,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,19359175,IC50,=,106,NM,,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of [3H]NA uptake at human NET expressed in HEK293 cells,"4-Piperidines and 3-pyrrolidines as dual serotonin and noradrenaline reuptake inhibitors: design, synthesis and structure-activity relationships.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL2205816,ABONQAUMSMWLEK-UHFFFAOYSA-N,,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,22959245,KI,,,,Not Determined,"","","","","","",,,,,,,,Binding affinity to NET,"A s(1) receptor pharmacophore derived from a series of N-substituted 4-azahexacyclo[5.4.1.0(2,6).0(3,10).0(5,9).0(8,11)]dodecan-3-ols (AHDs).",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL2205816,ABONQAUMSMWLEK-UHFFFAOYSA-N,,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,23981939,KI,,,,Not Determined,"",cell_based,"","","","",,,,,,,,Displacement of [3H]-nisoxetine from human NET expressed in HEK cell membranes,"N-substituted 8-aminopentacyclo[5.4.0.0(2,6).0(3,10).0(5,9)]undecanes as s receptor ligands with potential neuroprotective effects.",Bioorg. Med. Chem.,PUBLICATION,
CHEMBL565844,ABPSWEJOHYDZDP-UHFFFAOYSA-N,,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,19821577,IC50,=,900,NM,,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of [3H]norepinephrine reuptake at human NET expressed in HEK293 cells,Synthesis and biological evaluation of bupropion analogues as potential pharmacotherapies for cocaine addiction.,J. Med. Chem.,PUBLICATION,
CHEMBL565844,ABPSWEJOHYDZDP-UHFFFAOYSA-N,,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,19821577,KI,=,5100,NM,,"",cell_based,"","","","",HEK293,,,,,,,Displacement of [125I]RTI55 from cloned human NET expressed in HEK293 cells,Synthesis and biological evaluation of bupropion analogues as potential pharmacotherapies for cocaine addiction.,J. Med. Chem.,PUBLICATION,
CHEMBL565844,ABPSWEJOHYDZDP-UHFFFAOYSA-N,,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,20158204,IC50,=,2040,NM,,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of [3H]norepinephrine uptake at human NET expressed in HEK293 cells,Synthesis and biological evaluation of bupropion analogues as potential pharmacotherapies for smoking cessation.,J. Med. Chem.,PUBLICATION,
CHEMBL512472,ABWNRPAQIBGXIY-ZDUSSCGKSA-N,,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,18625557,IC50,=,25,NM,,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of [3H]NA reuptake in human noradrenaline transporter expressed in HEK293 cells by scintillation counting,N-Benzyl-N-(pyrrolidin-3-yl)carboxamides as a new class of selective dual serotonin/noradrenaline reuptake inhibitors.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL275212,ABXUYGWOEIXKBD-KTKRTIGZSA-N,,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,14971892,KI,=,450,NM,,"","","","","","",,,,,,,,In vitro binding affinity against human norepinephrine transporter in human embryonic kidney cell line by using [125I]-RTI-55 radioligand,"Synthesis, radiosynthesis, and biological evaluation of carbon-11 and iodine-123 labeled 2beta-carbomethoxy-3beta-[4'-((Z)-2-haloethenyl)phenyl]tropanes: candidate radioligands for in vivo imaging of the serotonin transporter.",J. Med. Chem.,PUBLICATION,
CHEMBL553395,ABYFXYVIEFXQPH-HNNXBMFYSA-N,,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,19616432,KI,=,5,NM,,"",cell_based,"","","","",HEK293,,,,,,,Displacement of [3H]nisoxetine from human recombinant NET expressed in HEK293 cells by scintillation proximity assay,"Design, synthesis and evaluation of N-[(3S)-pyrrolidin-3-yl]benzamides as selective noradrenaline reuptake inhibitors: CNS penetration in a more polar template.",Bioorg. Med. Chem. Lett.,PUBLICATION,
,ABZSPJVXTTUFAA-UHFFFAOYSA-N,"",,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,10755640,KI,=,240,NM,,"","","","","","",,,,,,,,,,,,
,ABZSPJVXTTUFAA-UHFFFAOYSA-N,"",,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,11082457,KI,=,1000,NM,,"","","","","","",,,,,,,,,,,,
,ABZSPJVXTTUFAA-UHFFFAOYSA-N,"",,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,12110997,KI,=,10000,NM,,"","","","","","",,,,,,,,,,,,
,ABZSPJVXTTUFAA-UHFFFAOYSA-N,"",,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,12649361,KI,=,10000,NM,,"","","","","","",,,,,,,,,,,,
CHEMBL7143,ACEHBQPPDDGCGZ-UHFFFAOYSA-N,,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,10715164,KI,=,6380,NM,,"","","","","","",,,,,,,,Compound was evaluated for its binding affinity towards human NET (norepinephrine) transporter,2-Substituted tryptamines: agents with selectivity for 5-HT(6) serotonin receptors.,J. Med. Chem.,PUBLICATION,
CHEMBL765,ACGDKVXYNVEAGU-UHFFFAOYSA-N,GUANETHIDINE,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",MDCK,,,,,,,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL765,ACGDKVXYNVEAGU-UHFFFAOYSA-N,GUANETHIDINE,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",MDCK,,,,,,,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL496,ACGUYXCXAPNIKK-UHFFFAOYSA-N,HEXACHLOROPHENE,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",MDCK,,,,,,,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL496,ACGUYXCXAPNIKK-UHFFFAOYSA-N,HEXACHLOROPHENE,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",MDCK,,,,,,,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL606809,ACGWDXHPVXMSNJ-KOQKOIQBSA-N,,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,19560930,KI,=,380,NM,,"",cell_based,"","","","",,,,,,,,Displacement of [125I]methyl 3-(4-iodophenyl)-8-methyl-8-aza-bicyclo[3.2.1]octane-2-carboxylate from human recombinant NET expressed in african green monkey COS1 cells by liquid scintillation counting,An extended study of dimeric phenyl tropanes.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL1069,ACWBQPMHZXGDFX-QFIPXVFZSA-N,VALSARTAN,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",MDCK,,,,,,,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1069,ACWBQPMHZXGDFX-QFIPXVFZSA-N,VALSARTAN,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",MDCK,,,,,,,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL404013,ACZMLOPMXAUHFP-QFBILLFUSA-N,,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,18445525,IC50,=,4.5,NM,,"","","","","","",,,,,,,,Inhibition of human NET,"Identification of 1S,2R-milnacipran analogs as potent norepinephrine and serotonin transporter inhibitors.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL334577,ADCPRYKGPAHETD-UHFFFAOYSA-N,,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,12213054,KI,=,5.3,NM,,"","","","","","",,,,,,,,Inhibition of [125I]- RTI -55 binding at the Norepinephrine transporter sites on HEK-hNET cells,Benzo- and cyclohexanomazindol analogues as potential inhibitors of the cocaine binding site at the dopamine transporter.,J. Med. Chem.,PUBLICATION,
CHEMBL2030634,ADGIWWYGVBZYMC-UHFFFAOYSA-N,N-(CYCLOHEXYLMETHYL)PYRROLIDINE,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,22607684,INHIBITION,<,50,%,,"","","","","","",,,,,,,,Inhibition of NET at 10 uM,7-Azabicyclo[2.2.1]heptane as a scaffold for the development of selective sigma-2 (s(2)) receptor ligands.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL115769,ADQZGIYHFQQPRB-UHFFFAOYSA-N,RWJ-68354,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,,IC50,=,1070,NM,,"","","","","","",MDCK,,,,,,,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL115769,ADQZGIYHFQQPRB-UHFFFAOYSA-N,RWJ-68354,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,,KI,=,1061,NM,,"","","","","","",MDCK,,,,,,,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1702607,ADVPTQAUNPRNPO-UHFFFAOYSA-N,,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,12649361,KI,=,10000,NM,,"","","","","","",,,,,,,,,,,,
CHEMBL499576,AEAWXYVKJBWNDY-IRXDYDNUSA-N,,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,18805691,ACTIVITY,=,7,NM,,"","","","","","",,,,,,,,Binding affinity at NET,Design and synthesis of reboxetine analogs morpholine derivatives as selective norepinephrine reuptake inhibitors.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL220801,AEEJHYWVYVJIRH-OFVILXPXSA-N,,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,16931001,KI,=,1820,NM,,"","","","","","",,,,,,,,Inhibition of NET,"2,4-Disubstituted piperidines as selective CC chemokine receptor 3 (CCR3) antagonists: synthesis and selectivity.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL313833,AELCINSCMGFISI-UHFFFAOYSA-N,TRANYLCYPROMINE,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,9537821,KI,=,5900,NM,,"","","","","","",,,,,,,,,,,,
CHEMBL252557,AEMRFAOFKBGASW-UHFFFAOYSA-N,GLYCOLIC ACID,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",MDCK,,,,,,,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL252557,AEMRFAOFKBGASW-UHFFFAOYSA-N,GLYCOLIC ACID,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",MDCK,,,,,,,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL44884,AEUTYOVWOVBAKS-UWVGGRQHSA-N,ETHAMBUTOL,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",MDCK,,,,,,,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL44884,AEUTYOVWOVBAKS-UWVGGRQHSA-N,ETHAMBUTOL,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",MDCK,,,,,,,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL3612831,AEWLCYATCHHWMP-UHFFFAOYSA-N,,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,26337019,RATIO,=,0.62,,,"",cell_based,"","","","",,,,,,,,Inhibition of human NET expressed in HEK293 cells assessed as reduction of serotonin reuptake using [3H]-NET at 3 uM after 15 mins by liquid scintillation counting relative to venlafaxine HCl,Design and synthesis of 4-benzylpiperidine carboxamides as dual serotonin and norepinephrine reuptake inhibitors.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL399147,AEWPIBYOYSOWAL-UHFFFAOYSA-N,,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,17766113,IC50,=,68000,NM,,"","","","","","",,,,,,,,Inhibition of NET,Conformationally restricted homotryptamines. Part 4: Heterocyclic and naphthyl analogs of a potent selective serotonin reuptake inhibitor.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL399147,AEWPIBYOYSOWAL-UHFFFAOYSA-N,,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,17766113,INHIBITION,=,2.3,%,,"","","","","","",,,,,,,,Inhibition of NET at 1 uM,Conformationally restricted homotryptamines. Part 4: Heterocyclic and naphthyl analogs of a potent selective serotonin reuptake inhibitor.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL14257,AEYFRZGFXCIRPL-UHFFFAOYSA-N,,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,14971892,KI,=,5.6,NM,,"","","","","","",,,,,,,,In vitro binding affinity against human norepinephrine transporter in human embryonic kidney cell line by using [125I]-RTI-55 radioligand,"Synthesis, radiosynthesis, and biological evaluation of carbon-11 and iodine-123 labeled 2beta-carbomethoxy-3beta-[4'-((Z)-2-haloethenyl)phenyl]tropanes: candidate radioligands for in vivo imaging of the serotonin transporter.",J. Med. Chem.,PUBLICATION,
CHEMBL405728,AFBGSNRISAOHKD-FUHWJXTLSA-N,,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,18445525,IC50,=,160,NM,,"","","","","","",,,,,,,,Inhibition of human NET,"Identification of 1S,2R-milnacipran analogs as potent norepinephrine and serotonin transporter inhibitors.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL596001,AFKZQXYPUGXQNH-SESHTJHWSA-N,,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,19560930,KI,=,8.5,NM,,"",cell_based,"","","","",,,,,,,,Displacement of [125I]methyl 3-(4-iodophenyl)-8-methyl-8-aza-bicyclo[3.2.1]octane-2-carboxylate from human recombinant NET expressed in african green monkey COS1 cells by liquid scintillation counting,An extended study of dimeric phenyl tropanes.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL1221,AFNXATANNDIXLG-UHFFFAOYSA-N,SULCONAZOLE,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,,IC50,=,2027,NM,,"","","","","","",MDCK,,,,,,,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1221,AFNXATANNDIXLG-UHFFFAOYSA-N,SULCONAZOLE,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,,KI,=,2010,NM,,"","","","","","",MDCK,,,,,,,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1818467,AFOUVNVDHQZVBK-RTBURBONSA-N,,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,21550808,KI,=,19.95,NM,,"","","","","","",,,,,,,,Displacement of [3H]nisoxetine from human recombinant NET by scintillation proximity assay,"1-Heteroaryl-6-(3,4-dichlorophenyl)-3-azabicyclo[4.1.0]heptane: Further insights into a class of triple re-uptake inhibitors.",Bioorg. Med. Chem.,PUBLICATION,
CHEMBL530334,AFPFOKAYUJMERG-CABCVRRESA-N,,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,18550369,IC50,=,5000,NM,,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of norepinephrine uptake at human NET in human HEK293 cells,"Discovery of a potent, selective, and less flexible selective norepinephrine reuptake inhibitor (sNRI).",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1204414,AFRJOWOPSIECIY-UHFFFAOYSA-N,,,P23975,NOREPINEPHRINE TRANSPORTER,SLC6A2,,,20153188,IC50,=,11,NM,,"",cell_based,"","","","",,,,,,,,Inhibition of norepinephrine uptake at human NET expressed in MDCK-Net6 cells,Structure-activity relationships of norepinephrine reuptake inhibitors with benzothiadiazine dioxide or dihydrosulfostyril cores.,Bioorg. Med. Chem. Lett.,PUBLICATION,
